Date,Recip_County,Recip_State,Administered_Dose1_Pop_Pct,Series_Complete_Pop_Pct,Metro_status
2022-03-04,Montgomery County,OH,60.6,55.9,Metro
2022-03-04,Bourbon County,KS,40.8,36.5,Non-metro
2022-03-04,Winneshiek County,IA,66.6,61.9,Non-metro
2022-03-04,Ripley County,IN,52.6,47.7,Non-metro
2022-03-04,Nelson County,ND,76.1,70.5,Non-metro
2022-03-04,Tuscarawas County,OH,46.6,44,Non-metro
2022-03-04,Elkhart County,IN,48,42.3,Metro
2022-03-04,Grundy County,IA,65.3,61.7,Metro
2022-03-04,Ozark County,MO,38.4,30.9,Non-metro
2022-03-04,Adair County,MO,51.6,44.4,Non-metro
2022-03-04,Ontonagon County,MI,73.7,68.5,Non-metro
2022-03-04,Manitowoc County,WI,64.5,60.1,Non-metro
2022-03-04,Sherman County,NE,0,39.2,Non-metro
2022-03-04,Howard County,MO,49.4,42.9,Non-metro
2022-03-04,Kingman County,KS,52,46.6,Metro
2022-03-04,Osborne County,KS,45.4,41.7,Non-metro
2022-03-04,Harrison County,IA,58.5,51.6,Metro
2022-03-04,Osceola County,IA,47.8,44.8,Non-metro
2022-03-04,Ste. Genevieve County,MO,49.3,44.6,Non-metro
2022-03-04,Alger County,MI,66.3,61.9,Non-metro
2022-03-04,Jones County,SD,95,72.2,Non-metro
2022-03-04,Fulton County,IL,61.7,57.3,Non-metro
2022-03-04,Bottineau County,ND,57.6,49.8,Non-metro
2022-03-04,Cottonwood County,MN,58.8,55.5,Non-metro
2022-03-04,Scotts Bluff County,NE,0,41.1,Non-metro
2022-03-04,Jackson County,MI,52.6,52,Metro
2022-03-04,Athens County,OH,54.7,51,Non-metro
2022-03-04,Hutchinson County,SD,60.4,53.4,Non-metro
2022-03-04,Lawrence County,IN,53.9,48.9,Non-metro
2022-03-04,Minnehaha County,SD,83.8,65.6,Metro
2022-03-04,Oneida County,WI,69.5,64.7,Non-metro
2022-03-04,Morrill County,NE,36.6,35.2,Non-metro
2022-03-04,Merrick County,NE,44.7,43.1,Metro
2022-03-04,Washington County,MN,75.2,69.8,Metro
2022-03-04,Edgar County,IL,53.7,48,Non-metro
2022-03-04,Schuyler County,MO,29.8,25.8,Non-metro
2022-03-04,Oakland County,MI,69.1,65.8,Metro
2022-03-04,Calhoun County,MI,52.8,51.7,Metro
2022-03-04,Woodbury County,IA,62.7,55.7,Metro
2022-03-04,Crow Wing County,MN,60,56.1,Non-metro
2022-03-04,Crawford County,IA,57.8,53.4,Non-metro
2022-03-04,Perry County,IL,55.7,50.3,Non-metro
2022-03-04,Allen County,OH,46.2,43.1,Metro
2022-03-04,Outagamie County,WI,68.7,63.6,Metro
2022-03-04,Lake County,MN,68.7,66.3,Non-metro
2022-03-04,Cuyahoga County,OH,69,64.1,Metro
2022-03-04,Riley County,KS,44.2,38.8,Metro
2022-03-04,Montmorency County,MI,55.9,54.2,Non-metro
2022-03-04,Kimball County,NE,0,34.8,Non-metro
2022-03-04,Renville County,ND,43.8,38.5,Non-metro
2022-03-04,Morrow County,OH,43.1,41.3,Metro
2022-03-04,Walworth County,SD,56.2,47.6,Non-metro
2022-03-04,Wabash County,IL,54.5,48.6,Non-metro
2022-03-03,Mason County,IL,56,52.8,Non-metro
2022-03-03,McCook County,SD,69.5,56.9,Metro
2022-03-03,Bottineau County,ND,57.6,49.8,Non-metro
2022-03-03,Marion County,MO,46.6,41.3,Non-metro
2022-03-03,Cass County,IA,61.9,57.6,Non-metro
2022-03-03,Calumet County,WI,59.1,55.8,Metro
2022-03-03,St. Charles County,MO,69.4,60.6,Metro
2022-03-03,Bayfield County,WI,90.7,81.1,Non-metro
2022-03-03,Osceola County,IA,47.8,44.7,Non-metro
2022-03-03,Kingman County,KS,51.9,46.6,Metro
2022-03-03,Racine County,WI,65.8,60.1,Metro
2022-03-03,Houghton County,MI,53.7,51.7,Non-metro
2022-03-03,Hamilton County,IA,67.7,63,Non-metro
2022-03-03,Banner County,NE,0,32.2,Non-metro
2022-03-03,Moultrie County,IL,46.4,43.3,Non-metro
2022-03-03,Hettinger County,ND,44.7,38.9,Non-metro
2022-03-03,Scott County,KS,52.3,47.5,Non-metro
2022-03-03,Monroe County,IL,68.4,61.7,Metro
2022-03-03,Osborne County,KS,45.4,41.7,Non-metro
2022-03-03,Bates County,MO,43.8,38.4,Metro
2022-03-03,Allen County,IN,57.6,51.7,Metro
2022-03-03,Ida County,IA,52.5,48.5,Non-metro
2022-03-03,Stevens County,KS,44.2,37.9,Non-metro
2022-03-03,Cooper County,MO,50.1,44,Non-metro
2022-03-03,Dubois County,IN,61.6,56.8,Non-metro
2022-03-03,Boone County,NE,0,48.7,Non-metro
2022-03-03,Jasper County,MO,54.5,46.8,Metro
2022-03-03,Jackson County,MI,52.6,52,Metro
2022-03-03,Dallas County,IA,71.9,66.3,Metro
2022-03-03,Douglas County,WI,55.9,43.5,Metro
2022-03-03,Box Butte County,NE,0,33.5,Non-metro
2022-03-03,Clark County,MO,36.7,30.7,Non-metro
2022-03-03,Dodge County,WI,55.5,51.7,Non-metro
2022-03-03,Wyandot County,OH,48.9,47.1,Non-metro
2022-03-03,Trego County,KS,41.2,39,Non-metro
2022-03-03,Clark County,KS,50.4,45.8,Non-metro
2022-03-03,Newton County,MO,29.9,25.5,Metro
2022-03-03,Walsh County,ND,66.5,57.5,Non-metro
2022-03-03,Lincoln County,WI,58.3,55,Non-metro
2022-03-03,Auglaize County,OH,40.9,39.2,Non-metro
2022-03-03,St. Clair County,MO,39.2,34.1,Non-metro
2022-03-03,Marshall County,IN,49.2,44.2,Non-metro
2022-03-03,Morris County,KS,61.2,55.5,Non-metro
2022-03-03,Waupaca County,WI,56.8,53.9,Non-metro
2022-03-03,Page County,IA,58,52.9,Non-metro
2022-03-03,St. Francois County,MO,49.1,43,Non-metro
2022-03-03,Highland County,OH,40.7,37.5,Non-metro
2022-03-03,Wilkin County,MN,64.3,53.7,Non-metro
2022-03-03,Milwaukee County,WI,71,63.4,Metro
2022-03-03,Arthur County,NE,0,19.2,Non-metro
2022-03-03,Kimball County,NE,0,34.8,Non-metro
2022-03-03,Hancock County,IN,72.7,67.1,Metro
2022-03-03,Kidder County,ND,40.6,32.9,Non-metro
2022-03-03,Ralls County,MO,31.3,28,Non-metro
2022-03-03,Lapeer County,MI,49.1,47.2,Metro
2022-03-03,Buena Vista County,IA,72.8,67,Non-metro
2022-03-03,Golden Valley County,ND,37.4,29.9,Non-metro
2022-03-03,Brown County,SD,66.4,56,Non-metro
2022-03-03,Tippecanoe County,IN,63.6,56.9,Metro
2022-03-03,Ramsey County,ND,63.4,56.3,Non-metro
2022-03-03,Pike County,MO,42,37.1,Non-metro
2022-03-03,Columbiana County,OH,52.4,48.7,Non-metro
2022-03-03,Winnebago County,IL,63.3,57.2,Metro
2022-03-03,Juneau County,WI,57.5,53,Non-metro
2022-03-03,Athens County,OH,54.7,51,Non-metro
2022-03-03,Ford County,IL,60.7,56.8,Metro
2022-03-03,Alger County,MI,66.3,61.9,Non-metro
2022-03-03,Calhoun County,MI,52.8,51.7,Metro
2022-03-03,Elkhart County,IN,47.9,42.2,Metro
2022-03-03,Burleigh County,ND,59.1,50.2,Metro
2022-03-03,Fayette County,IL,39.4,35.6,Non-metro
2022-03-03,Lake County,MI,64.6,62,Non-metro
2022-03-03,Phillips County,KS,46.9,42.8,Non-metro
2022-03-03,St. Louis County,MN,72,66,Metro
2022-03-03,Montgomery County,IN,49.9,45.3,Non-metro
2022-03-03,Adams County,IN,36,32.6,Non-metro
2022-03-03,Loup County,NE,29.8,29.5,Non-metro
2022-03-03,Ionia County,MI,47.2,46.8,Non-metro
2022-03-03,Marquette County,WI,56,52.9,Non-metro
2022-03-03,Whitley County,IN,50.7,46.6,Metro
2022-03-03,Franklin County,KS,58.1,50.6,Non-metro
2022-03-03,Franklin County,IA,57.9,54.1,Non-metro
2022-03-03,Brown County,OH,43.6,40.6,Metro
2022-03-03,Schuyler County,IL,57.9,55,Non-metro
2022-03-03,Hamilton County,OH,67.7,62.1,Metro
2022-03-03,Cook County,MN,85.6,79.8,Non-metro
2022-03-03,Webster County,IA,62,57.1,Non-metro
2022-03-03,Greene County,OH,68.1,62.5,Metro
2022-03-03,Sauk County,WI,67.6,62.9,Non-metro
2022-03-03,Belmont County,OH,53.6,47.6,Metro
2022-03-03,Greene County,IA,61.5,57.7,Non-metro
2022-03-03,Leavenworth County,KS,69.7,58,Metro
2022-03-03,Todd County,SD,83.6,66.5,Non-metro
2022-03-03,Stanton County,KS,55.5,50.6,Non-metro
2022-03-03,Pennington County,MN,53.8,53.2,Non-metro
2022-03-03,Seneca County,OH,50.5,48.5,Non-metro
2022-03-03,Stone County,MO,42.7,37.2,Non-metro
2022-03-03,Kalkaska County,MI,48.3,46.4,Non-metro
2022-03-03,Greeley County,KS,54.5,51,Non-metro
2022-03-03,Kanabec County,MN,45.6,42.5,Non-metro
2022-03-03,Marquette County,MI,66.5,63.5,Non-metro
2022-03-03,Garden County,NE,0,45.1,Non-metro
2022-03-03,Stark County,OH,57.5,54.2,Metro
2022-03-03,Iron County,MO,43.3,38.3,Non-metro
2022-03-03,Custer County,SD,60.1,50.1,Metro
2022-03-03,Olmsted County,MN,80.8,76.3,Metro
2022-03-03,Fulton County,IL,60.9,56.6,Non-metro
2022-03-03,Audubon County,IA,60.4,57.8,Non-metro
2022-03-03,Meigs County,OH,52.8,46.2,Non-metro
2022-03-03,Mitchell County,KS,55.8,53.1,Non-metro
2022-03-03,Clarke County,IA,58.5,54.4,Non-metro
2022-03-03,Johnson County,MO,51.8,41.3,Non-metro
2022-03-03,Cass County,IL,65.9,60.5,Non-metro
2022-03-03,Van Buren County,IA,44.7,41.7,Non-metro
2022-03-03,Neosho County,KS,33.6,27.3,Non-metro
2022-03-03,Hardin County,IL,44.8,41.1,Non-metro
2022-03-03,Iowa County,IA,66.5,62.3,Non-metro
2022-03-03,Adams County,ND,56.1,48.3,Non-metro
2022-03-03,Allegan County,MI,52.5,51.7,Non-metro
2022-03-03,Van Wert County,OH,46.8,42.9,Non-metro
2022-03-03,Johnson County,IL,57.2,50.7,Non-metro
2022-03-03,Shawnee County,KS,69.6,60.8,Metro
2022-03-03,St. Joseph County,MI,47,44.9,Non-metro
2022-03-03,Stevens County,MN,60.8,57.4,Non-metro
2022-03-03,Harper County,KS,52.5,47.7,Non-metro
2022-03-03,Unknown County,NE,0,0,NA
2022-03-03,Pottawatomie County,KS,46.1,40.8,Metro
2022-03-03,Kearny County,KS,61.4,53,Non-metro
2022-03-03,Lafayette County,WI,64.6,59.8,Non-metro
2022-03-03,Red Lake County,MN,60.8,55.9,Non-metro
2022-03-03,New Madrid County,MO,38.4,33.1,Non-metro
2022-03-03,Rusk County,WI,43.9,40.9,Non-metro
2022-03-03,Fond du Lac County,WI,60.1,55.1,Metro
2022-03-03,De Witt County,IL,56,52.3,Metro
2022-03-03,Jersey County,IL,59.8,55.5,Metro
2022-03-03,Comanche County,KS,50.5,45.5,Non-metro
2022-03-03,Delta County,MI,64.3,61.1,Non-metro
2022-03-03,Vernon County,MO,39.7,34.6,Non-metro
2022-03-03,Price County,WI,65.4,61.6,Non-metro
2022-03-03,Keya Paha County,NE,30.9,27.8,Non-metro
2022-03-03,Monroe County,MI,61.9,56.2,Metro
2022-03-03,Clay County,IA,56,51.5,Non-metro
2022-03-03,Fillmore County,MN,72.9,68,Metro
2022-03-03,Ziebach County,SD,38.9,32.2,Non-metro
2022-03-03,Sumner County,KS,48.6,42.9,Metro
2022-03-03,Johnson County,IA,79.6,71.8,Metro
2022-03-03,Ogle County,IL,62.3,57.2,Non-metro
2022-03-03,Sullivan County,MO,49.2,42.3,Non-metro
2022-03-03,Barber County,KS,52.2,46.5,Non-metro
2022-03-03,Sanilac County,MI,44,42.4,Non-metro
2022-03-03,Clay County,MN,74.5,58.7,Metro
2022-03-03,Huron County,MI,55.1,53.7,Non-metro
2022-03-03,Ray County,MO,44.5,39.4,Metro
2022-03-03,Presque Isle County,MI,61.3,59.5,Non-metro
2022-03-03,Piatt County,IL,65.3,60.7,Metro
2022-03-03,Franklin County,IN,42.6,37.3,Non-metro
2022-03-03,Finney County,KS,61.6,46,Non-metro
2022-03-03,Crawford County,IL,56,50.4,Non-metro
2022-03-03,Coffey County,KS,58.9,52.8,Non-metro
2022-03-03,Vilas County,WI,72.1,65.2,Non-metro
2022-03-03,Benton County,MN,46.4,43.1,Metro
2022-03-03,Lincoln County,MO,44.2,38.6,Metro
2022-03-03,O'Brien County,IA,53.1,49.9,Non-metro
2022-03-03,Oakland County,MI,69,65.8,Metro
2022-03-03,Taylor County,IA,49.7,46.6,Non-metro
2022-03-03,Wabasha County,MN,79.5,72.8,Metro
2022-03-03,McPherson County,SD,43.2,39.9,Non-metro
2022-03-03,Muskingum County,OH,50.2,48,Non-metro
2022-03-03,Iosco County,MI,58.7,55.9,Non-metro
2022-03-03,Adams County,IL,56.2,51.5,Non-metro
2022-03-03,Cedar County,NE,0,40.6,Non-metro
2022-03-03,Meade County,SD,64.7,53.4,Metro
2022-03-03,Clinton County,MO,55.3,46.8,Metro
2022-03-03,Sibley County,MN,51.9,48.6,Metro
2022-03-03,Clare County,MI,47.4,46,Non-metro
2022-03-03,Morgan County,IN,58.9,53.4,Metro
2022-03-03,Big Stone County,MN,66.8,62.6,Non-metro
2022-03-03,Miller County,MO,37.8,33.1,Non-metro
2022-03-03,Calhoun County,IA,62.7,58.9,Non-metro
2022-03-03,Dakota County,NE,71.2,62.9,Metro
2022-03-03,Mills County,IA,63.3,54.8,Metro
2022-03-03,Saline County,KS,56.3,49.8,Non-metro
2022-03-03,Atchison County,MO,63.7,55,Non-metro
2022-03-03,Defiance County,OH,51.3,48.7,Non-metro
2022-03-03,Hancock County,IL,57,47,Non-metro
2022-03-03,Des Moines County,IA,55.8,51.1,Non-metro
2022-03-03,Morgan County,IL,58.3,53.8,Non-metro
2022-03-03,Chariton County,MO,42.6,37.4,Non-metro
2022-03-03,Mower County,MN,65.6,61.6,Non-metro
2022-03-03,Wyandotte County,KS,68.9,56.4,Metro
2022-03-03,Grundy County,IL,62.8,57,Metro
2022-03-03,Crawford County,WI,61.7,57.9,Non-metro
2022-03-03,Winnebago County,IA,55.9,51.9,Non-metro
2022-03-03,Hubbard County,MN,50.8,46.9,Non-metro
2022-03-03,Chase County,KS,50.7,45.8,Non-metro
2022-03-03,Meade County,KS,52,39.9,Non-metro
2022-03-03,Fulton County,OH,55,52,Metro
2022-03-03,Rooks County,KS,51.8,48,Non-metro
2022-03-03,Hyde County,SD,64,53.7,Non-metro
2022-03-03,Fremont County,IA,57.7,51.6,Non-metro
2022-03-03,Wilson County,KS,48,43.3,Non-metro
2022-03-03,Pike County,IN,62.7,57.1,Non-metro
2022-03-03,Potter County,SD,68.6,60.3,Non-metro
2022-03-03,Rawlins County,KS,46.2,42.7,Non-metro
2022-03-03,Barnes County,ND,65.2,56.8,Non-metro
2022-03-03,Shannon County,MO,33,30.2,Non-metro
2022-03-03,Moniteau County,MO,39.8,35.6,Metro
2022-03-03,Douglas County,MN,60.8,56.9,Non-metro
2022-03-03,Corson County,SD,60.4,45.9,Non-metro
2022-03-03,Slope County,ND,14.4,11.1,Non-metro
2022-03-03,Holt County,MO,47.4,41.3,Non-metro
2022-03-03,White County,IL,56.3,50.6,Non-metro
2022-03-03,Jefferson County,KS,61.2,53.9,Metro
2022-03-03,Jones County,SD,95,72.2,Non-metro
2022-03-03,Grant County,ND,27.3,23,Non-metro
2022-03-03,Barton County,KS,47.5,42.8,Non-metro
2022-03-03,Dunn County,WI,51.9,48.7,Non-metro
2022-03-03,Unknown County,MI,0,0,NA
2022-03-03,Sioux County,IA,44.7,41.4,Non-metro
2022-03-03,Polk County,MO,44.3,38.6,Metro
2022-03-03,Thomas County,NE,0,24.7,Non-metro
2022-03-03,Washington County,IL,61.3,57.5,Non-metro
2022-03-03,Rock Island County,IL,70.3,57.2,Metro
2022-03-03,Iowa County,WI,72.7,68.4,Metro
2022-03-03,Knox County,OH,45.4,42.7,Non-metro
2022-03-03,Nelson County,ND,76.1,70.5,Non-metro
2022-03-03,Humboldt County,IA,53,49.5,Non-metro
2022-03-03,Benton County,IA,62.3,57.8,Metro
2022-03-03,Lenawee County,MI,55.6,52.5,Non-metro
2022-03-03,Grant County,IN,46.3,41.5,Non-metro
2022-03-03,Ottawa County,KS,50.4,43.5,Non-metro
2022-03-03,McLean County,IL,68.7,62.7,Metro
2022-03-03,Bureau County,IL,63.3,56.3,Non-metro
2022-03-03,Cheyenne County,KS,50.3,45.3,Non-metro
2022-03-03,Baraga County,MI,66.9,59.6,Non-metro
2022-03-03,Itasca County,MN,60,56.1,Non-metro
2022-03-03,Pierce County,NE,37.1,36.9,Non-metro
2022-03-03,Keith County,NE,0,37.4,Non-metro
2022-03-03,Bon Homme County,SD,66.3,57.1,Non-metro
2022-03-03,Burt County,NE,0,58.3,Non-metro
2022-03-03,Bourbon County,KS,40.8,36.4,Non-metro
2022-03-03,Preble County,OH,46.5,42.6,Non-metro
2022-03-03,Keokuk County,IA,49.6,46.1,Non-metro
2022-03-03,Johnson County,NE,0,54.2,Non-metro
2022-03-03,Miami County,KS,53.7,47,Metro
2022-03-03,Ottawa County,OH,65.3,61.1,Non-metro
2022-03-03,Ransom County,ND,66.7,58.6,Non-metro
2022-03-03,Shiawassee County,MI,52.5,51,Non-metro
2022-03-03,Audrain County,MO,43.1,37.5,Non-metro
2022-03-03,Jefferson County,IA,52.3,47.7,Non-metro
2022-03-03,Saline County,IL,53,47.7,Non-metro
2022-03-03,Buchanan County,MO,44.1,38,Metro
2022-03-03,Wood County,WI,66.8,61,Non-metro
2022-03-03,Hutchinson County,SD,60.4,53.4,Non-metro
2022-03-03,Kiowa County,KS,56.2,50.6,Non-metro
2022-03-03,Douglas County,SD,62.2,51.4,Non-metro
2022-03-03,Ellis County,KS,57.2,49.3,Non-metro
2022-03-03,Clay County,IN,62,55.5,Metro
2022-03-03,Unknown County,IN,0,0,NA
2022-03-03,Greene County,IN,45.4,40.9,Non-metro
2022-03-03,Watonwan County,MN,60.6,57.9,Non-metro
2022-03-03,Traill County,ND,61.2,53.6,Non-metro
2022-03-03,Lake County,OH,68.4,64.9,Metro
2022-03-03,Buffalo County,NE,0,41.3,Non-metro
2022-03-03,Boone County,IL,66.3,60.4,Metro
2022-03-03,Saginaw County,MI,53.8,52.6,Metro
2022-03-03,Jefferson County,IN,61,55.3,Non-metro
2022-03-03,Fulton County,IN,43.9,39.5,Non-metro
2022-03-03,Florence County,WI,58.4,54.3,Non-metro
2022-03-03,Renville County,ND,43.8,38.5,Non-metro
2022-03-03,Kewaunee County,WI,54.5,51.7,Metro
2022-03-03,Pettis County,MO,48.8,42.1,Non-metro
2022-03-03,Henry County,IA,57.6,53.2,Non-metro
2022-03-03,Divide County,ND,46,40.8,Non-metro
2022-03-03,Daviess County,IN,35.9,32.8,Non-metro
2022-03-03,Wayne County,IA,44.8,41.7,Non-metro
2022-03-03,Genesee County,MI,52.4,50.2,Metro
2022-03-03,Wayne County,MI,57.3,53.6,Metro
2022-03-03,Mahoning County,OH,60.9,56.4,Metro
2022-03-03,Sandusky County,OH,54.7,52.3,Non-metro
2022-03-03,Phelps County,MO,50,43.2,Non-metro
2022-03-03,Dunklin County,MO,43.4,36.7,Non-metro
2022-03-03,Gove County,KS,53.5,47.9,Non-metro
2022-03-03,Paulding County,OH,44.8,41.8,Non-metro
2022-03-03,Noble County,IN,42.3,38.2,Non-metro
2022-03-03,Putnam County,IL,62,57.2,Non-metro
2022-03-03,McPherson County,KS,61.1,55,Non-metro
2022-03-03,Menard County,IL,61,56.7,Metro
2022-03-03,Roscommon County,MI,58.1,55.8,Non-metro
2022-03-03,Carroll County,IA,64.9,61.3,Non-metro
2022-03-03,Sawyer County,WI,69.3,59.4,Non-metro
2022-03-03,Chase County,NE,0,33.3,Non-metro
2022-03-03,Green County,WI,66.8,63.7,Metro
2022-03-03,Lake County,SD,59.3,49.7,Non-metro
2022-03-03,Chippewa County,WI,59.9,56.5,Metro
2022-03-03,Wayne County,NE,0,41.1,Non-metro
2022-03-03,Boyd County,NE,35.1,34.6,Non-metro
2022-03-03,Wapello County,IA,53.1,49.2,Non-metro
2022-03-03,Wayne County,IN,54.5,48.9,Non-metro
2022-03-03,Benton County,MO,54.4,47.2,Non-metro
2022-03-03,Douglas County,IL,52.4,47.9,Non-metro
2022-03-03,Cottonwood County,MN,58.8,55.5,Non-metro
2022-03-03,Marion County,KS,54.9,48.5,Non-metro
2022-03-03,Clark County,SD,58.4,49.8,Non-metro
2022-03-03,Mercer County,ND,43.1,38.3,Non-metro
2022-03-03,St. Clair County,IL,70,61.5,Metro
2022-03-03,Otsego County,MI,57.3,55.1,Non-metro
2022-03-03,Wabaunsee County,KS,51.3,47.3,Metro
2022-03-03,Rolette County,ND,86,68,Non-metro
2022-03-03,Washington County,MO,37.1,31.4,Non-metro
2022-03-03,Knox County,IN,53.6,49,Non-metro
2022-03-03,Hooker County,NE,42.2,41.8,Non-metro
2022-03-03,Allen County,OH,46.2,43.1,Metro
2022-03-03,Cook County,IL,81,71.3,Metro
2022-03-03,Parke County,IN,43.3,39.3,Non-metro
2022-03-03,Miami County,IN,44,39.7,Non-metro
2022-03-03,Richardson County,NE,55.9,51.6,Non-metro
2022-03-03,Hand County,SD,54.5,48.5,Non-metro
2022-03-03,Aurora County,SD,63.4,53.9,Non-metro
2022-03-03,Sanborn County,SD,65.7,54.9,Non-metro
2022-03-03,Pennington County,SD,72.7,56.9,Metro
2022-03-03,Monroe County,MO,50.7,43.8,Non-metro
2022-03-03,Pickaway County,OH,53.5,50,Metro
2022-03-03,Newaygo County,MI,0,44.4,Non-metro
2022-03-03,Henderson County,IL,55.2,48,Non-metro
2022-03-03,Iroquois County,IL,54.1,50.3,Non-metro
2022-03-03,Morrow County,OH,43.1,41.2,Metro
2022-03-03,Waushara County,WI,47.5,44.5,Non-metro
2022-03-03,Faribault County,MN,59.9,57,Non-metro
2022-03-03,Clark County,WI,39.7,37.3,Non-metro
2022-03-03,Harvey County,KS,52.6,46.1,Metro
2022-03-03,Marshall County,IA,71.1,65.1,Non-metro
2022-03-03,Phelps County,NE,0,39.3,Non-metro
2022-03-03,Pope County,MN,60.6,56.8,Non-metro
2022-03-03,Doniphan County,KS,54.9,47.7,Metro
2022-03-03,Barry County,MO,52.4,44,Non-metro
2022-03-03,Greene County,IL,45.9,43.3,Non-metro
2022-03-03,Portage County,OH,60.1,56.8,Metro
2022-03-03,Edwards County,IL,42.9,39.7,Non-metro
2022-03-03,Richland County,WI,62.2,58.4,Non-metro
2022-03-03,Stearns County,MN,62.4,58.3,Metro
2022-03-03,Custer County,NE,38,37.7,Non-metro
2022-03-03,Bond County,IL,58.2,54.3,Metro
2022-03-03,Ashtabula County,OH,55.9,52,Non-metro
2022-03-03,Scott County,IA,70.9,60.1,Metro
2022-03-03,Ogemaw County,MI,46.5,45,Non-metro
2022-03-03,Douglas County,KS,80.2,60.6,Metro
2022-03-03,Butler County,IA,60.4,57,Non-metro
2022-03-03,Crow Wing County,MN,60,56.1,Non-metro
2022-03-03,Lafayette County,MO,51.9,45.3,Metro
2022-03-03,Montmorency County,MI,55.9,54.2,Non-metro
2022-03-03,Clinton County,OH,52.5,48.6,Non-metro
2022-03-03,Lyon County,MN,59.6,56.1,Non-metro
2022-03-03,Stanley County,SD,71.3,58.5,Non-metro
2022-03-03,Hamilton County,IN,77.6,70.6,Metro
2022-03-03,Labette County,KS,54.7,48.8,Non-metro
2022-03-03,Jefferson County,NE,56.1,54.9,Non-metro
2022-03-03,Crawford County,MO,38,33.1,Non-metro
2022-03-03,Mississippi County,MO,48.4,42.7,Non-metro
2022-03-03,Mountrail County,ND,59.7,41.6,Non-metro
2022-03-03,Monroe County,IN,64.6,58.3,Metro
2022-03-03,Nemaha County,NE,50.1,49.7,Non-metro
2022-03-03,Mercer County,OH,40.2,37.9,Non-metro
2022-03-03,Howard County,IA,55.3,51.1,Non-metro
2022-03-03,Shawano County,WI,56.7,53.1,Non-metro
2022-03-03,Decatur County,KS,42.7,39.9,Non-metro
2022-03-03,Dent County,MO,40.3,33.6,Non-metro
2022-03-03,Crawford County,OH,46.7,44.7,Non-metro
2022-03-03,Hancock County,OH,53.8,50.3,Non-metro
2022-03-03,Platte County,MO,66.7,56.2,Metro
2022-03-03,Vermillion County,IN,52,46.3,Metro
2022-03-03,Woodbury County,IA,62.6,55.7,Metro
2022-03-03,Lorain County,OH,66.6,62.9,Metro
2022-03-03,Colfax County,NE,49.9,47,Non-metro
2022-03-03,Dickinson County,MI,72.7,65.7,Non-metro
2022-03-03,Wabash County,IL,54.4,48.5,Non-metro
2022-03-03,Warrick County,IN,68,61.9,Metro
2022-03-03,Owen County,IN,46,42.1,Metro
2022-03-03,Thurston County,NE,84.6,72.3,Non-metro
2022-03-03,Lancaster County,NE,70.8,66,Metro
2022-03-03,Holt County,NE,0,42.2,Non-metro
2022-03-03,Holmes County,OH,18.7,17.9,Non-metro
2022-03-03,Lake County,IN,63.4,55.7,Metro
2022-03-03,Bay County,MI,59,56.9,Metro
2022-03-03,Anderson County,KS,48.2,42.7,Non-metro
2022-03-03,Kane County,IL,73,65.9,Metro
2022-03-03,Vermilion County,IL,49.9,45.1,Metro
2022-03-03,Vernon County,WI,57.7,54.7,Non-metro
2022-03-03,Sheridan County,ND,40.1,36.2,Non-metro
2022-03-03,Mellette County,SD,42.2,34.6,Non-metro
2022-03-03,Lawrence County,IL,46.9,40.5,Non-metro
2022-03-03,Grant County,SD,63.3,48.3,Non-metro
2022-03-03,McHenry County,IL,72.9,66.3,Metro
2022-03-03,Dallas County,MO,40.1,34.6,Metro
2022-03-03,Cass County,IN,50.4,44.9,Non-metro
2022-03-03,Clearwater County,MN,44.4,41.5,Non-metro
2022-03-03,Eaton County,MI,58.1,56.6,Metro
2022-03-03,Grand Forks County,ND,68.8,58.1,Metro
2022-03-03,Norman County,MN,65.8,59.7,Non-metro
2022-03-03,Blaine County,NE,0,26.2,Non-metro
2022-03-03,Seward County,NE,50,49.9,Metro
2022-03-03,Wells County,IN,45.5,41.2,Metro
2022-03-03,Howard County,MO,49.4,42.9,Non-metro
2022-03-03,Winneshiek County,IA,66.6,61.9,Non-metro
2022-03-03,York County,NE,0,51.7,Non-metro
2022-03-03,Franklin County,MO,60.4,53.8,Metro
2022-03-03,Calhoun County,IL,55.9,51.4,Metro
2022-03-03,Grant County,NE,0,20.4,Non-metro
2022-03-03,Roberts County,SD,87.8,72.3,Non-metro
2022-03-03,Gosper County,NE,0,39.4,Non-metro
2022-03-03,Webster County,MO,47.8,42,Metro
2022-03-03,Morrison County,MN,53.5,48.8,Non-metro
2022-03-03,Union County,OH,64.3,61.7,Metro
2022-03-03,Allen County,KS,51.9,45.8,Non-metro
2022-03-03,Dade County,MO,48.4,42.9,Non-metro
2022-03-03,Allamakee County,IA,58.9,52.7,Non-metro
2022-03-03,Wright County,IA,61,56.9,Non-metro
2022-03-03,Clinton County,IA,59.9,54.1,Non-metro
2022-03-03,Maries County,MO,49.1,43.4,Non-metro
2022-03-03,Eddy County,ND,54.4,51.3,Non-metro
2022-03-03,Dickinson County,KS,64.9,55.7,Non-metro
2022-03-03,Steele County,ND,54.2,46.3,Non-metro
2022-03-03,Perkins County,SD,36.1,32,Non-metro
2022-03-03,Outagamie County,WI,68.6,63.6,Metro
2022-03-03,Taney County,MO,47.4,40.1,Non-metro
2022-03-03,Sheboygan County,WI,66.3,61.7,Metro
2022-03-03,Saunders County,NE,53.2,51.9,Metro
2022-03-03,Jewell County,KS,49.9,46.3,Non-metro
